VERSION_INDEX,NAME,LOC,LOC_TOUCHED,LOC_ADDED,MAX_LOC_ADDED,AVERAGE_LOC_ADDED,NUMBER_OF_REVISIONS,NUMBER_OF_FIX,NUMBER_OF_AUTHORS,CHURN,MAX_CHURN,AVERAGE_CHURN,MAX_CHANGE_SET_SIZE,AVERAGE_CHANGE_SET_SIZE,AGE_IN_WEEKS,WEIGHTED_AGE_IN_WEEKS,IS_BUGGY
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,357,939,648,282,81,8,1,4,357,252,44,281,71,93.57142857142857,0.09965008367564278,false
2,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,163,321,242,211,40,6,1,2,163,211,27,78,21,44.42857142857143,0.13840676457498888,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1242,3664,2453,545,47,52,11,4,1242,545,23,281,23,93.57142857142857,0.02553805364940736,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,51,93,72,50,24,3,0,2,51,50,17,281,100,49.714285714285715,0.5345622119815668,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,154,224,189,81,27,7,1,4,154,81,22,281,94,93.57142857142857,0.4177295918367347,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,31,65,48,27,9,5,0,2,31,27,6,281,67,49.714285714285715,0.7648351648351649,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,962,945,684,189,5,1,3,928,684,185,20,10,30.714285714285715,0.03192753192753193,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,210,195,168,39,5,0,2,180,168,36,281,114,93.57142857142857,0.445578231292517,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,260,346,303,195,60,5,2,2,260,195,52,20,15,43.857142857142854,0.12675474814203136,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,551,1683,1117,487,39,28,3,4,551,487,19,281,31,93.57142857142857,0.05559799677446736,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,82,61,46,30,2,0,1,40,46,20,35,20,44.42857142857143,0.5418118466898955,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,361,529,445,124,34,13,3,3,361,124,27,281,56,93.57142857142857,0.17688360788549823,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,388,448,418,227,69,6,2,3,388,211,64,25,12,46.285714285714285,0.10331632653061225,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,171,111,46,22,5,0,1,51,46,10,35,16,3.0,0.017543859649122806,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,757,667,378,47,14,5,3,577,378,41,46,13,44.57142857142857,0.05887903377995848,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,108,70,46,23,3,0,1,32,46,10,35,15,42.857142857142854,0.3968253968253968,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,82,74,69,37,2,0,1,66,69,33,9,7,42.857142857142854,0.5226480836236933,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,318,253,183,21,12,2,3,188,183,15,46,13,38.857142857142854,0.12219227313566935,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,656,619,550,68,9,5,3,582,550,64,40,12,38.857142857142854,0.05923344947735191,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,168,163,157,40,4,2,1,158,157,39,12,8,48.714285714285715,0.28996598639455784,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,1456,753,536,44,17,3,4,50,536,2,281,48,93.57142857142857,0.06426609105180534,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,27,133,80,79,40,2,0,1,27,79,13,13,10,49.714285714285715,0.37379162191192267,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,928,1532,1230,536,41,30,2,3,928,536,30,281,33,42.857142857142854,0.02797463632972771,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,104,82,51,27,3,0,1,60,51,20,281,155,49.714285714285715,0.47802197802197804,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,426,244,133,20,12,2,3,62,133,5,281,65,93.57142857142857,0.21965124077800133,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,401,244,133,20,12,1,1,87,133,7,281,65,42.857142857142854,0.10687566797292482,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,60,56,53,18,3,1,1,52,53,17,12,9,42.857142857142854,0.7142857142857142,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,272,270,240,90,3,2,2,268,240,89,15,10,12.571428571428571,0.046218487394957986,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,183,173,151,28,6,0,3,163,151,27,281,108,93.57142857142857,0.5113192818110851,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,111,110,91,55,2,1,1,109,91,54,12,10,38.857142857142854,0.35006435006435005,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147,147,147,147,73,2,0,1,147,147,73,281,199,93.57142857142857,0.6365403304178814,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,94,76,53,19,4,0,1,58,53,14,15,11,30.714285714285715,0.32674772036474165,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,132,88,46,22,4,0,1,44,46,11,35,15,30.714285714285715,0.2326839826839827,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,108,108,108,108,108,1,0,1,108,108,108,23,23,3.0,0.027777777777777776,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,409,274,126,39,7,0,3,139,126,19,281,89,93.57142857142857,0.2287809989521481,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,344,335,249,33,10,1,3,326,249,32,281,68,93.57142857142857,0.27200996677740863,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,1988,1318,410,50,26,5,4,648,410,24,281,38,93.57142857142857,0.047068123023857426,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,778,2140,1459,763,52,28,2,3,778,763,27,281,36,63.57142857142857,0.029706275033377836,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,314,392,353,204,32,11,1,4,314,204,28,281,65,93.57142857142857,0.23870262390670555,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,69,62,50,15,4,0,2,55,50,13,281,143,93.57142857142857,1.3561076604554865,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,253,222,184,22,10,1,4,191,184,19,281,75,93.57142857142857,0.3698475437605872,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,144,117,61,16,7,1,3,90,61,12,281,89,93.57142857142857,0.6498015873015873,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,297,285,274,71,4,0,1,273,274,68,20,8,21.428571428571427,0.07215007215007214,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,367,252,167,16,15,2,4,137,167,9,281,60,93.57142857142857,0.25496302063059556,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,131,105,80,13,8,0,4,79,80,9,281,97,93.57142857142857,0.7142857142857143,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,178,130,83,26,5,0,3,82,83,16,281,133,93.57142857142857,0.5256821829855538,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,189,168,112,33,5,1,2,147,112,29,7,5,21.428571428571427,0.11337868480725623,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,604,513,298,128,4,0,1,422,298,105,7,5,21.142857142857142,0.03500473036896878,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,3070,2024,547,59,34,9,4,978,547,28,281,31,93.57142857142857,0.030479292694276405,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,467,795,631,198,28,22,8,4,467,198,21,281,42,93.57142857142857,0.11769991015274034,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,397,293,140,20,14,1,4,189,140,13,281,61,93.57142857142857,0.23569629363080244,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,359,256,178,17,15,5,4,153,178,10,281,56,93.57142857142857,0.26064464783127733,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,84,120,102,67,17,6,0,3,84,67,14,281,99,93.57142857142857,0.7797619047619048,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,312,247,138,20,12,4,4,182,138,15,281,64,93.57142857142857,0.2999084249084249,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,938,648,170,32,20,9,4,358,170,17,281,41,93.57142857142857,0.0997563204386232,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,264,195,101,13,14,5,3,126,101,9,171,30,76.42857142857143,0.2895021645021645,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,116,111,78,27,4,1,2,106,78,26,27,12,60.714285714285715,0.5233990147783252,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,185,147,87,24,6,1,3,109,87,18,281,101,93.57142857142857,0.5057915057915058,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,87,86,85,28,3,0,2,85,85,28,281,190,93.57142857142857,1.0755336617405582,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,262,249,54,22,11,1,3,236,54,21,281,57,60.42857142857143,0.2306434023991276,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,404,359,216,32,11,2,2,314,216,28,43,9,60.42857142857143,0.14957567185289958,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,694,770,732,377,45,16,2,3,694,377,43,43,8,60.42857142857143,0.07847866419294991,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,49,38,27,12,3,0,1,27,27,9,281,106,51.714285714285715,1.055393586005831,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,95,92,84,30,3,1,1,89,84,29,4,2,51.714285714285715,0.5443609022556392,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,687,494,251,38,13,1,3,301,251,23,46,18,58.857142857142854,0.08567269702640881,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,355,254,193,31,8,2,3,153,193,19,46,22,58.857142857142854,0.16579476861167,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,102,97,72,24,4,0,2,92,72,23,46,24,29.857142857142858,0.2927170868347339,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,876,671,514,67,10,2,3,466,514,46,46,18,58.857142857142854,0.06718851924331376,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,103,98,72,24,4,0,2,93,72,23,46,24,29.857142857142858,0.289875173370319,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,328,286,204,40,7,0,3,244,204,34,46,27,58.857142857142854,0.1794425087108014,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,360,276,144,69,4,1,2,192,144,48,46,27,58.857142857142854,0.1634920634920635,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,414,332,143,55,6,0,2,250,109,41,46,26,58.857142857142854,0.14216701173222912,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,109,109,64,36,3,0,1,109,64,36,12,9,21.857142857142858,0.20052424639580604,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,901,751,691,375,2,0,2,601,691,300,23,16,4.714285714285714,0.005232281591882036,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,687,626,394,48,13,0,3,565,394,43,20,6,21.857142857142858,0.031815346225826574,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,75,72,65,36,2,1,1,69,65,34,46,28,29.857142857142858,0.3980952380952381,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,103,90,81,45,2,0,1,77,81,38,16,11,6.0,0.05825242718446602,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,110,102,98,51,2,0,1,94,98,47,16,11,6.0,0.05454545454545454,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,397,367,341,183,2,0,1,337,341,168,16,11,6.0,0.015113350125944584,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,214,214,214,214,1,0,1,214,214,214,16,16,9.428571428571429,0.044058744993324434,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,79,79,79,79,1,0,1,79,79,79,16,16,9.428571428571429,0.1193490054249548,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,63,44,27,11,4,0,1,25,27,6,281,83,9.428571428571429,0.14965986394557823,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,84,84,84,84,1,0,1,84,84,84,16,16,9.428571428571429,0.11224489795918367,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,68,51,42,25,2,0,1,34,42,17,281,148,9.428571428571429,0.13865546218487396,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,81,57,38,11,5,0,1,33,38,6,281,136,9.428571428571429,0.11640211640211641,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,104,104,104,104,1,0,1,104,104,104,16,16,9.428571428571429,0.09065934065934066,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,172,172,172,172,1,0,1,172,172,172,16,16,9.428571428571429,0.054817275747508304,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,124,97,43,32,3,0,1,70,43,23,281,114,9.428571428571429,0.07603686635944701,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,140,140,140,140,1,0,1,140,140,140,4,4,4.428571428571429,0.031632653061224494,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,154,154,154,154,1,0,1,154,154,154,16,16,9.428571428571429,0.061224489795918366,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,250,249,236,124,2,2,2,248,236,124,13,12,49.714285714285715,0.19885714285714287,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,353,314,178,24,13,4,4,275,178,21,281,59,93.57142857142857,0.2650748684743019,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,196,186,75,20,9,2,3,176,75,19,281,72,93.57142857142857,0.4774052478134111,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,942,783,209,25,31,8,4,624,209,20,281,33,93.57142857142857,0.09933272672126175,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,91,95,93,90,46,2,1,2,91,90,45,13,12,49.714285714285715,0.5233082706766917,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,102,80,51,26,3,0,1,58,51,19,281,155,49.714285714285715,0.48739495798319327,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,148,140,75,28,5,0,4,132,75,26,281,121,93.57142857142857,0.6322393822393823,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4088,4140,4114,1493,587,7,1,2,4088,1493,584,20,11,28.714285714285715,0.006935817805383023,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,558,638,598,521,39,15,1,4,558,521,37,281,56,93.57142857142857,0.14666368114643977,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,1211,969,573,35,27,10,4,727,573,26,281,33,93.57142857142857,0.07726790138020526,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,150,154,152,148,50,3,2,2,150,148,50,281,136,93.57142857142857,0.6076066790352505,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,651,577,234,144,4,0,1,503,234,125,12,8,20.0,0.030721966205837174,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,503,414,269,69,6,0,2,325,269,54,20,9,20.0,0.039761431411530816,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,313,293,267,48,6,1,2,273,267,45,20,10,14.428571428571429,0.046097672295755364,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,148,142,139,47,3,1,2,136,139,45,20,11,20.0,0.13513513513513514,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,56,56,56,56,1,0,1,56,56,56,7,7,14.571428571428571,0.2602040816326531,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,88,81,63,27,3,0,2,74,63,24,10,4,24.571428571428573,0.27922077922077926,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,571,464,289,58,8,1,1,357,289,44,10,5,20.285714285714285,0.0355266449837378,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,194,184,173,46,4,0,2,174,173,43,281,166,93.57142857142857,0.48232695139911635,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,168,158,147,39,4,0,2,148,147,37,281,166,93.57142857142857,0.5569727891156463,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,1574,833,763,104,8,0,3,92,763,11,281,90,93.57142857142857,0.0594481757124705,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,47,46,45,23,2,0,1,45,45,22,20,11,5.285714285714286,0.11246200607902736,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,174,171,166,85,2,1,2,168,166,84,15,14,12.571428571428571,0.0722495894909688,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,77,77,77,77,1,0,1,77,77,77,14,14,30.714285714285715,0.39888682745825604,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,665,667,666,665,333,2,0,1,665,665,332,25,14,43.714285714285715,0.06553865924180767,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,144,116,54,19,6,0,2,88,54,14,281,105,35.857142857142854,0.24900793650793648,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,736,498,209,38,13,4,4,260,209,20,281,65,93.57142857142857,0.12713509316770186,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,64,59,54,14,4,0,3,54,54,13,281,151,93.57142857142857,1.4620535714285714,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,48,68,58,38,14,4,2,2,48,38,12,281,145,93.57142857142857,1.3760504201680672,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,148,144,98,28,5,1,3,140,98,28,281,116,93.57142857142857,0.6322393822393823,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152,152,152,129,76,2,0,1,152,129,76,46,35,29.857142857142858,0.19642857142857142,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,59,49,38,12,4,0,2,39,38,9,281,166,93.57142857142857,1.585956416464891,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,137,134,132,67,2,0,1,131,132,65,23,14,3.0,0.021897810218978103,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,81,64,46,32,2,0,1,47,46,23,35,24,30.714285714285715,0.3791887125220459,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,195,162,94,27,6,1,4,129,94,21,281,106,93.57142857142857,0.47985347985347987,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,109,76,27,12,6,0,1,43,27,7,281,58,30.714285714285715,0.2817824377457405,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,309,276,94,55,5,0,2,243,94,48,35,18,58.857142857142854,0.19047619047619047,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,106,84,47,21,4,1,1,62,47,15,46,25,29.857142857142858,0.2816711590296496,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,71,58,43,29,2,0,1,45,43,22,281,163,29.857142857142858,0.420523138832998,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,94,94,94,94,1,2,1,94,94,94,0,0,11.571428571428571,0.12310030395136778,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,35,127,81,46,20,4,0,1,35,46,8,35,14,1.4285714285714286,0.011248593925759281,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,283,301,292,257,97,3,2,2,283,257,94,11,8,27.571428571428573,0.09159943046986237,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,585,683,634,394,52,12,5,3,585,394,48,78,13,48.714285714285715,0.07132399079690442,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,295,397,346,317,69,5,1,3,295,317,59,78,23,44.57142857142857,0.11227060093558834,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,355,419,387,298,77,5,2,3,355,298,71,78,29,43.857142857142854,0.10467098533924309,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,104,103,102,51,2,0,1,102,102,51,78,40,5.0,0.04807692307692308,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,226,296,261,90,23,11,1,3,226,90,20,78,12,58.714285714285715,0.19835907335907335,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,217,185,166,37,5,1,2,153,166,30,78,21,0.7142857142857143,0.0032916392363396972,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,378,414,396,127,44,9,0,3,378,127,42,46,12,41.57142857142857,0.10041407867494824,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,80,84,82,80,41,2,1,2,80,80,40,78,40,4.571428571428571,0.05442176870748299,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,268,308,288,143,36,8,3,3,268,133,33,78,20,46.285714285714285,0.150278293135436,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,221,245,233,88,46,5,1,2,221,88,44,78,20,31.857142857142858,0.13002915451895045,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,77,74,61,18,4,0,2,71,61,17,97,41,74.42857142857143,0.9666048237476809,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,952,1440,1196,400,46,26,10,3,952,400,36,281,41,60.714285714285715,0.042162698412698416,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,234,232,230,116,2,1,2,230,230,115,78,40,19.857142857142858,0.08485958485958486,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,80,58,38,11,5,0,1,36,38,7,281,116,48.714285714285715,0.6089285714285715,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,32,32,32,32,1,0,1,32,32,32,5,5,20.285714285714285,0.6339285714285714,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,359,407,383,139,38,10,1,2,359,139,35,281,77,4.571428571428571,0.011232011232011231,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,64,66,65,64,32,2,0,2,64,64,32,78,49,17.714285714285715,0.2683982683982684,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,208,214,211,208,105,2,0,2,208,208,104,78,49,17.714285714285715,0.08277703604806409,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,408,454,431,343,43,10,4,3,408,343,40,78,25,60.714285714285715,0.13373190685966016,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,462,468,465,371,116,4,0,2,462,371,115,78,26,21.428571428571427,0.045787545787545784,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,340,366,353,188,70,5,0,2,340,188,68,78,19,21.142857142857142,0.05776736924277908,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,100,116,108,101,21,5,0,3,100,101,20,78,24,49.714285714285715,0.4285714285714286,false
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,342,1024,683,333,136,5,2,2,342,333,68,78,20,6.0,0.005859375,true
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,178,250,214,167,30,7,1,3,178,167,25,78,26,41.285714285714285,0.16514285714285715,true
